"ObjectDN","ObjectOwner","EntityName","ActiveDirectoryRights","ObjectRights","ObjectClass","ObjectClassCategory","EntityType","EntityGroupMembers","EntityGroupMembersCount","isMemberOfOtherGroups","IsInherited","PropagationFlags","InheritanceFlags","InheritedObjectType","InheritanceType","ObjectFlags","AccessControlType","ObjectSID","IdentitySID"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Servers","CreateChild, DeleteChild, ListChildren","ms-Exch-Active-Sync-Devices","top person organizationalPerson user ","User","Other","","0","False","True","InheritOnly","ContainerInherit","inetOrgPerson","Descendents","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Servers","CreateChild, DeleteChild, ListChildren","ms-Exch-Active-Sync-Devices","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","User","All","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\NOC-Delegated Control","ReadProperty, WriteProperty","Pwd-Last-Set","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","User","All","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-20151"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","inetOrgPerson","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","Computer","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","Group","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","Organizational-Unit","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","User","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","Contact","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Organization Management","WriteProperty","Proxy-Addresses","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Proxy-Addresses","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","Pwd-Last-Set","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Organization Management","WriteProperty","Show-In-Address-Book","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Show-In-Address-Book","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Organization Management","WriteProperty","Exchange-Personal-Information","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Exchange-Personal-Information","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Organization Management","WriteProperty","Admin-Display-Name","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Admin-Display-Name","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Servers","WriteProperty","Group-Type","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","Managed-By","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Mailbox-Security-Descriptor","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-UM-Server-Writable-Flags","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Servers","WriteProperty","Picture","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Organization Management","WriteProperty","Display-Name","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Display-Name","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Public-Information","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-User-Culture","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Organization Management","WriteProperty","Display-Name-Printable","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Display-Name-Printable","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Organization Management","WriteProperty","E-mail-Addresses","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","E-mail-Addresses","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","User-Account-Control","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","Country-Code","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Mobile-Mailbox-Flags","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Safe-Recipients-Hash","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","WWW-Home-Page","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Servers","WriteProperty","X509-Cert","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-UM-Dtmf-Map","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Blocked-Senders-Hash","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Personal-Information","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Organization Management","WriteProperty","Text-Encoded-OR-Address","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Text-Encoded-OR-Address","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Organization Management","WriteProperty","Exchange-Information","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Exchange-Information","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Organization Management","WriteProperty","ms-Exch-Public-Delegates","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Public-Delegates","top person organizationalPerson user ","User","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-3119","S-1-5-21-789336058-1085031214-725345543-23118"
